Area,No. of Bedrooms,Location,Hospital,MaintenanceStaff,Gymnasium,CarParking,SwimmingPool,Landscaped Gardens,JoggingTrack,RainWaterHarvesting,IndoorGames,ShoppingMall,Intercom,SportsFacility,ATM,ClubHouse,School,24X7Security,PowerBackup,Price
2185,3,JP Nagar Phase 3,nearby,0,1,no,1,1,1,1,1,0,0,0,0,0,0,1,1,11200000
1453,3,JP Nagar Phase 3,far,0,1,no,1,1,1,1,1,0,0,0,,0,0,1,1,7608000
1200,2,JP Nagar Phase 3,very far,0,1,no,1,1,1,1,1,0,0,0,0,0,0,1,1,6361000
1572,3,JP Nagar Phase 3,far,0,1,no,,1,1,1,1,0,,0,0,0,0,1,1,8192000
1179,2,JP Nagar Phase 3,very far,0,1,no,1,1,1,,1,,0,,0,0,0,1,1,6255000
644,1,Electronic City Phase 1,very far,0,1,no,1,,0,0,,0,1,1,0,1,0,0,1,
644,2,Electronic City Phase 1,very far,0,1,no,1,0,0,0,0,0,1,0,0,1,0,0,1,2254000
644,1,Electronic City Phase 1,very far,0,1,no,1,0,0,0,0,0,1,0,0,1,0,0,1,2254000
826,2,Electronic City Phase 1,very far,0,1,no,1,0,,0,0,0,1,0,0,1,0,0,1,2973000
1353,3,Electronic City Phase 1,very far,0,1,no,1,0,0,,0,0,1,0,0,0,0,0,1,4870000
795,,Electronic City Phase 1,very far,0,1,no,1,0,0,0,0,0,,1,0,1,0,0,1,2781000
1347,3,Electronic City Phase 1,very far,0,1,no,1,0,0,0,0,0,1,1,0,,0,0,1,4713000
747,2,Electronic City Phase 1,very far,0,1,no,1,0,,0,0,0,1,1,0,0,0,0,,2613000
1304,3,Electronic City Phase 1,,0,1,no,1,0,0,0,0,0,1,,0,1,0,0,1,4562000
1367,2,Electronic City Phase 1,very far,0,1,no,,0,0,0,0,0,1,1,0,1,0,0,1,
1241,2,Electronic City Phase 1,very far,0,1,no,1,0,0,0,0,,1,1,,1,0,0,1,4342000
823,2,Electronic City Phase 1,very far,0,1,no,1,0,0,0,0,0,1,1,0,0,0,,1,2879000
1370,3,Electronic City Phase 2,very far,0,1,no,0,1,1,,0,0,1,0,0,1,0,1,1,5045000
1175,2,Electronic City Phase 2,very far,0,1,,,,1,1,0,0,1,0,0,1,0,1,1,4362000
1500,3,Electronic City Phase 2,very far,0,1,no,0,1,1,1,,0,1,0,0,1,,1,1,5500000
1233,2,Electronic City Phase 2,very far,0,1,no,0,1,1,1,0,0,1,0,0,1,0,1,1,4565000
1100,2,Electronic City Phase 2,very far,0,1,no,0,1,1,1,0,0,,0,,1,0,1,1,4000000
1300,,Electronic City Phase 2,very far,0,1,no,0,1,1,1,,0,1,0,0,1,0,1,1,4800000
1210,2,Electronic City Phase 2,very far,0,1,no,0,,1,1,0,0,1,0,0,1,0,1,1,4485000
1075,2,Electronic City Phase 2,very far,0,1,no,0,1,1,1,0,0,1,0,0,1,0,1,1,
1220,2,Electronic City Phase 2,very far,0,,no,0,1,1,1,0,0,1,0,0,1,0,1,1,4520000
1155,2,Electronic City Phase 2,very far,0,1,no,,1,1,1,0,0,1,,0,1,0,1,1,4292000
null,3,Electronic City Phase 2,very far,0,1,no,0,1,1,1,0,0,1,0,0,1,0,1,1,4730000
1350,3,Electronic City Phase 2,very far,0,1,no,0,1,1,1,0,,1,0,0,1,0,1,1,4975000
1330,3,Electronic City Phase 2,very far,0,1,no,0,1,1,1,0,0,1,0,0,1,0,1,1,4905000
1135,2,Electronic City Phase 2,very far,0,1,no,0,1,1,,0,0,1,0,0,1,0,1,1,4222000
1070,2,Electronic City Phase 2,very far,0,1,no,0,1,1,1,0,0,1,0,0,1,0,1,1,
2019,3,Kannur on Thanisandra Main Road,very far,0,1,yes,1,1,1,1,,0,1,0,,1,0,1,1,8076000
1005,2,Nagarbhavi,very far,0,0,no,0,0,0,0,0,0,0,0,0,0,0,0,0,4700000
1193,3,Sarjapur,very far,1,1,yes,1,1,1,1,1,1,1,1,1,1,1,1,1,3579000
1124,2,Sarjapur,very far,1,1,yes,1,1,1,1,1,1,1,1,1,1,1,1,1,3372000
974,2,Sarjapur,very far,1,1,yes,1,1,1,1,,1,,1,1,1,1,1,1,2922000
948,2,Sarjapur,,1,1,yes,1,1,,1,1,1,1,1,1,1,1,1,1,2844000
967,2,Sarjapur,very far,1,1,yes,,1,1,1,1,1,1,,1,1,1,1,1,2901000
940,2,Sarjapur,very far,1,1,yes,1,1,1,1,1,1,1,1,1,1,1,1,1,2820000
1486,3,Sarjapur,very far,1,1,yes,1,1,1,,1,,1,,1,1,1,1,1,4458000
1161,3,Sarjapur,very far,1,1,yes,1,,1,1,1,1,1,1,,,1,1,1,3483000
1233,3,Sarjapur,very far,1,1,,1,1,1,1,1,,1,1,1,1,1,1,,3699000
1302,3,Sarjapur,very far,1,1,yes,1,1,1,1,1,1,1,1,1,1,1,1,1,
963,2,Sarjapur,very far,1,1,yes,1,1,1,1,1,1,1,1,1,1,1,1,1,2889000
1143,2,Sarjapur,very far,1,1,yes,1,1,1,1,1,1,1,1,1,1,1,1,1,3429000
1388,3,Sarjapur,very far,1,1,yes,1,1,1,1,1,1,1,1,1,1,1,1,1,4164000
1128,2,Sarjapur,very far,1,1,yes,1,1,,1,1,1,1,1,1,,1,1,1,3384000
1174,2,Attibele,very far,,1,yes,1,1,1,1,1,0,0,1,1,1,0,1,1,2935000
1639,3,Attibele,very far,0,1,yes,1,1,1,1,1,0,,1,,1,,,1,4097000
1281,2,Attibele,very far,0,1,yes,1,1,1,1,1,0,0,1,1,1,0,1,1,3202000
1147,2,Attibele,very far,0,1,yes,1,1,1,1,1,0,0,1,1,1,0,1,1,2867000
1365,,Attibele,very far,0,1,yes,1,,1,1,1,0,0,1,1,1,0,1,1,3411999
870,2,Bommasandra,very far,0,1,no,,0,0,0,,0,1,1,0,1,0,0,1,2436000
1000,2,Bommasandra,very far,0,1,no,1,0,0,0,0,0,1,1,0,1,0,0,1,
null,3,Chandapura,,0,1,no,1,0,0,0,0,,1,1,0,1,0,0,1,3010000
900,2,Chandapura,very far,0,1,no,1,0,0,0,0,0,1,,0,1,0,0,1,2520000
1085,2,Chandapura,very far,0,1,no,1,0,0,0,0,0,1,1,0,1,0,0,1,3038000
1075,3,Attibele,very far,0,1,no,1,0,1,0,1,,1,,0,1,0,1,1,3010000
710,1,Ramamurthy Nagar,very far,0,0,no,0,,0,,0,0,1,0,,0,0,0,1,3177000
2674,3,Kannur on Thanisandra Main Road,nearby,0,1,yes,1,1,1,1,1,0,1,0,0,1,0,1,1,10600000
1195,2,Bellandur,far,0,1,no,0,1,,1,,0,1,0,0,0,0,1,1,7200000
2360,3,Thanisandra,nearby,1,1,yes,1,1,1,1,1,1,1,1,1,1,1,1,1,20400000
2307,3,Thanisandra,nearby,1,1,yes,1,1,1,1,1,1,1,1,1,1,1,1,1,17600000
2127,3,JP Nagar Phase 7,nearby,0,1,no,1,1,0,1,1,0,,1,0,1,0,0,1,20200000
1232,2,Narayanapura on Hennur Main Road,nearby,0,1,no,1,0,1,0,0,0,1,1,0,1,0,0,1,10200000
1040,2,Krishnarajapura,far,1,1,,1,1,1,1,0,0,1,1,0,1,0,1,1,4002000
1187,2,Krishnarajapura,far,1,,yes,1,1,1,1,0,0,1,1,0,1,0,1,1,4568000
1054,2,Krishnarajapura,far,1,1,yes,1,1,1,1,0,0,1,1,,1,0,1,1,4056000
1118,2,Krishnarajapura,far,1,1,yes,1,1,1,1,0,0,1,1,0,1,0,1,1,4303000
1117,2,Krishnarajapura,,1,1,yes,,1,1,1,0,0,1,1,0,1,0,1,1,4299000
1180,2,Krishnarajapura,far,1,1,no,1,1,,1,0,0,1,1,0,1,0,1,1,
1373,3,JP Nagar Phase 3,far,0,1,no,1,1,1,1,1,0,0,0,0,0,0,1,,7211000
1109,2,JP Nagar Phase 3,far,0,1,no,1,1,1,1,1,,0,0,0,0,0,1,1,5910000
1415,3,JP Nagar Phase 3,far,0,1,no,1,1,1,1,1,0,0,,0,0,0,1,1,7423000
1782,3,JP Nagar Phase 3,nearby,0,1,no,1,,1,,1,0,0,0,0,0,0,1,1,9227000
1383,,JP Nagar Phase 3,far,0,1,no,,1,1,1,1,0,,0,0,0,0,1,1,7263000
1227,2,JP Nagar Phase 3,far,0,1,no,1,1,1,1,1,0,0,0,0,,0,1,1,6494000
1626,3,JP Nagar Phase 3,nearby,0,1,no,1,1,1,1,1,0,0,0,0,0,0,1,1,8458000
1755,3,JP Nagar Phase 3,nearby,0,1,no,1,1,1,1,1,0,0,0,0,0,,1,1,9094000
1502,3,JP Nagar Phase 3,far,0,1,no,1,1,1,1,1,0,0,0,0,0,0,1,1,7847000
1233,2,JP Nagar Phase 3,far,0,1,no,1,1,1,1,1,0,0,0,0,0,0,1,1,
1094,2,Krishnarajapura,very far,1,1,yes,1,1,1,1,0,0,1,1,0,1,0,,1,4210000
1090,2,Krishnarajapura,very far,1,1,yes,1,1,1,1,0,0,1,1,0,1,0,1,1,4195000
null,2,Krishnarajapura,very far,1,1,yes,1,1,1,1,0,0,1,1,0,1,0,1,1,4226000
1205,2,Krishnarajapura,,1,1,yes,1,1,1,1,0,0,1,1,0,1,0,1,1,4638000
1221,3,Krishnarajapura,very far,1,1,yes,1,1,1,1,0,0,1,,0,1,0,1,1,4699000
1150,2,Krishnarajapura,very far,1,1,,1,1,1,1,0,0,1,1,0,1,0,1,1,4426000
1020,2,Krishnarajapura,very far,1,1,yes,1,1,1,1,0,0,1,1,0,1,0,1,1,3925000
1129,2,Krishnarajapura,very far,1,1,yes,1,1,1,1,0,,1,1,0,1,0,1,1,4345000
1062,2,Krishnarajapura,very far,1,1,yes,1,1,1,,0,0,1,1,,1,0,1,1,
1059,2,Krishnarajapura,very far,1,1,yes,1,,1,1,0,0,1,1,0,1,0,1,1,4076000
1058,2,Krishnarajapura,very far,1,1,yes,1,1,1,1,0,0,1,1,0,1,0,1,1,4072000
1199,2,Krishnarajapura,very far,1,1,yes,1,1,1,1,0,0,1,1,0,1,0,1,1,4614000
1448,3,Jigani,very far,0,1,yes,1,1,1,0,0,0,0,0,0,1,0,1,1,4054000
1250,3,Jigani,very far,0,1,yes,1,1,1,0,0,0,0,0,0,1,0,1,1,3500000
1488,3,Jigani,very far,0,1,yes,1,1,,0,,0,0,0,0,1,0,1,,4165999
1096,,Jigani,very far,0,1,yes,1,1,1,0,0,0,0,0,0,1,0,1,1,3068000
1491,3,Jigani,very far,0,1,yes,1,1,1,0,0,0,0,0,0,1,0,1,1,
1090,2,Jigani,very far,,1,yes,,1,1,0,0,0,0,0,0,1,0,1,1,3052000
1102,2,Jigani,very far,0,1,yes,1,1,1,0,0,0,,0,0,1,0,1,1,3085000
1166,2,Jigani,very far,0,1,yes,1,1,1,0,0,0,0,0,0,1,0,1,1,3264000
920,2,Jigani,very far,0,1,yes,1,1,1,0,0,0,0,,0,1,0,1,1,2576000
1142,2,Jigani,very far,0,1,yes,1,1,1,0,0,0,0,0,0,1,0,1,1,3197000
1551,3,Jigani,very far,0,1,yes,1,1,1,0,0,0,0,0,0,1,0,1,1,4342000
1135,2,Jigani,very far,0,1,yes,1,1,1,0,0,0,0,0,0,1,0,1,1,3178000
1505,3,Marsur,,0,,yes,1,1,1,0,1,0,1,0,,1,,0,1,3913000
1370,3,Marsur,very far,0,1,yes,1,1,1,0,1,0,1,0,0,,0,0,1,3561999
1533,3,Jigani,very far,0,1,,1,1,1,0,0,0,0,0,0,1,0,1,1,
1115,,Marsur,very far,0,1,yes,1,1,1,0,1,0,1,0,0,1,0,,1,2899000
1125,2,Marsur,very far,0,1,yes,1,1,1,0,1,0,,0,0,1,0,0,1,2925000
1066,2,Jigani,very far,0,1,yes,1,1,1,0,0,0,0,0,0,1,0,1,1,2984000
1465,3,Marsur,very far,0,1,yes,1,1,1,0,1,0,1,0,0,1,0,0,1,3809000
1675,3,Krishnarajapura,far,0,0,yes,0,0,0,0,0,0,1,0,0,0,0,0,1,
null,2,Krishnarajapura,far,0,0,yes,0,0,0,0,,0,1,0,0,0,0,0,1,4958000
1240,2,Krishnarajapura,far,0,0,yes,0,0,0,0,0,0,1,0,0,0,0,0,1,4958000
1220,2,Krishnarajapura,far,,0,yes,0,,0,0,0,0,1,0,0,0,0,0,1,4878000
1220,2,Krishnarajapura,far,0,0,yes,0,0,0,0,0,0,1,,0,0,0,0,1,4878000
1225,2,Krishnarajapura,very far,0,0,yes,0,0,0,0,0,0,1,0,0,0,0,0,1,4898000
1225,2,Krishnarajapura,very far,0,0,yes,0,0,0,0,0,0,1,0,0,0,0,0,1,4898000
1270,2,Krishnarajapura,far,0,0,yes,0,0,0,,0,,1,0,0,0,0,0,1,5078000
1270,2,Krishnarajapura,far,0,0,yes,0,0,0,0,0,0,1,0,0,0,0,0,1,5078000
1075,2,Kasavanahalli,very far,0,1,yes,,0,0,0,1,0,1,1,,1,0,0,1,4500000
1075,3,Attibele,very far,0,1,no,0,0,,0,1,0,1,0,0,1,0,1,1,3010000
870,2,Attibele,very far,0,1,no,0,0,1,0,1,0,1,0,0,1,0,1,1,2436000
1000,2,Attibele,very far,0,1,no,0,0,1,0,1,0,1,0,0,1,0,1,1,2800000
1210,3,Attibele,very far,0,1,no,0,0,1,0,1,0,1,0,0,1,0,1,1,3388000
900,2,Attibele,,0,1,no,0,0,1,0,1,0,1,0,0,1,0,1,1,
1085,2,Attibele,very far,0,1,no,0,0,1,0,1,0,1,0,0,1,0,1,1,3038000
880,2,Attibele,very far,,1,,0,0,1,0,1,0,1,0,0,1,0,1,1,2464000
1075,2,Kasavanahalli,very far,0,1,yes,1,0,0,0,1,0,1,1,0,1,0,0,1,4500000
1414,3,Anagalapura Near Hennur Main Road,very far,0,1,no,0,1,0,1,0,0,1,0,0,0,0,0,1,5797000
1120,2,Varthur,very far,0,1,no,1,0,0,0,0,0,1,1,0,0,0,0,1,4928000
1185,3,Bommasandra,very far,0,1,no,1,0,0,0,0,0,1,1,0,0,,,1,4147000
1000,2,Anagalapura Near Hennur Main Road,very far,0,1,no,0,1,0,1,0,0,1,0,0,0,0,0,1,4400000
1701,3,JP Nagar Phase 3,nearby,0,1,no,1,1,1,1,1,0,0,0,0,0,0,1,1,
1841,,JP Nagar Phase 3,far,0,1,,1,1,1,1,1,0,0,0,0,0,0,1,1,9517000
1443,3,JP Nagar Phase 3,far,0,1,no,1,1,1,1,1,0,0,0,0,0,0,1,1,7556000
null,3,JP Nagar Phase 3,far,,1,no,1,1,1,1,1,0,0,0,0,0,0,1,,7554000
1173,2,JP Nagar Phase 3,far,0,1,no,1,1,1,1,1,0,0,0,0,0,0,1,1,6228000
1448,3,JP Nagar Phase 3,far,0,1,no,1,1,1,1,1,0,0,0,0,,0,1,1,7581000
2121,3,JP Nagar Phase 3,nearby,0,1,no,1,1,1,1,1,0,0,0,0,0,0,1,1,10800000
1168,2,JP Nagar Phase 3,nearby,0,1,no,1,1,1,1,1,0,0,0,0,0,0,1,1,6203000
1411,3,JP Nagar Phase 3,nearby,0,1,no,1,1,1,1,1,0,,0,0,0,0,1,1,7398000
1141,2,JP Nagar Phase 3,far,0,1,no,1,1,1,1,1,,0,0,,0,0,,1,6070000
1276,,JP Nagar Phase 3,far,0,,no,1,1,1,1,1,0,0,0,0,0,0,1,1,6733000
1152,2,JP Nagar Phase 3,very far,0,1,no,1,1,1,1,1,0,0,0,0,0,0,1,1,
1550,3,JP Nagar Phase 3,far,0,1,no,1,1,1,1,,0,0,0,0,0,0,1,1,8086000
1389,3,JP Nagar Phase 3,,,1,no,1,1,1,1,1,0,0,0,0,0,0,1,1,7290000
1260,3,JP Nagar Phase 3,very far,0,1,no,1,1,1,1,1,0,0,0,0,0,0,1,1,6654000
1529,3,JP Nagar Phase 3,far,0,1,,1,1,1,,1,0,0,,0,0,0,1,1,7980000
1395,3,JP Nagar Phase 3,far,0,1,no,1,1,1,1,1,0,0,0,0,0,0,1,1,7322000
1136,2,JP Nagar Phase 3,very far,0,1,no,1,1,1,1,1,0,0,0,0,0,0,1,1,6043000
1270,3,JP Nagar Phase 3,very far,0,1,no,1,1,1,,1,0,0,0,0,0,0,1,1,6706000
1399,3,JP Nagar Phase 3,far,0,1,no,1,,1,1,1,0,0,0,0,0,0,1,1,7342000
1650,3,Vidyaranyapura,far,0,0,no,0,0,0,1,0,,0,0,,0,0,0,1,7800000
1500,3,Vidyaranyapura,very far,0,0,no,0,0,0,1,0,0,0,0,0,0,0,0,1,6800000
1100,2,Anagalapura Near Hennur Main Road,very far,1,1,yes,0,1,1,1,0,0,1,0,0,0,0,1,1,4455000
null,2,Anagalapura Near Hennur Main Road,very far,0,1,no,,1,0,1,0,0,1,0,0,0,0,0,1,4100000
1140,2,Begur,very far,0,1,no,1,1,,1,1,0,1,0,0,0,0,1,1,5700000
1220,2,Begur,very far,,1,,1,1,1,1,1,0,1,0,0,0,,1,,6000000
1150,2,Begur,very far,0,1,no,1,1,1,1,1,0,1,0,0,0,0,1,1,5755000
1350,3,Begur,far,0,1,no,1,1,1,1,1,0,1,0,0,0,0,1,1,
1180,2,Begur,very far,0,1,no,1,1,1,1,1,0,1,0,0,0,0,1,1,5896000
1130,2,Begur,very far,0,1,no,1,1,1,1,1,0,1,0,0,0,0,1,1,5600000
1160,2,Begur,very far,0,1,no,1,1,1,1,1,0,1,0,0,0,0,,1,5800000
1325,3,Begur,very far,0,1,no,1,1,1,1,1,0,1,0,0,,0,1,1,6577000
1090,2,Begur,very far,0,1,no,1,1,1,1,1,0,1,0,0,0,0,1,1,5473000
1170,2,Begur,very far,0,1,no,1,1,1,1,1,0,1,0,0,0,0,1,1,5849000
1165,2,Begur,,,1,no,1,1,1,1,1,0,1,0,,0,0,1,1,5825000
1095,2,Anagalapura Near Hennur Main Road,very far,0,1,no,0,1,0,1,0,0,,0,0,0,0,0,1,4489000
1160,2,Begur,very far,0,1,,1,1,1,1,,0,1,0,0,0,0,1,1,5800000
1810,,Kodigehalli,nearby,0,1,yes,1,,1,1,1,0,1,1,0,1,0,1,1,16900000
1740,3,Kodigehalli,nearby,0,1,yes,1,1,,1,1,0,1,1,0,1,0,,1,14900000
1630,3,Kodigehalli,nearby,0,1,yes,1,1,1,,1,,1,1,0,1,0,1,1,14100000
1440,2,Kodigehalli,nearby,0,1,yes,,1,1,1,1,0,1,,0,1,0,1,1,12100000
1245,2,Kodigehalli,nearby,0,1,yes,1,1,1,1,1,0,1,1,0,1,0,1,1,10700000
null,4,JP Nagar Phase 1,nearby,,,no,1,1,1,1,1,0,1,1,0,1,0,1,,30000000
